Key,ptBR
QuestLoc_S2_QL2_Q2_Field_Question2_Choice3,"Senhor, temos uma solicitação oficial de equipamento para o senhor aprovar conforme a cadeia de comando."
QuestLoc_S2_QL2_Q2_Field_Question2_Answer3,"Você é do tipo formal, hein? Deixa eu assinar e sair daqui."
QuestLoc_S2_QL2_Q3_Req_QuestName,Quem é a Brotherhood of Steel
QuestLoc_S2_QL2_Q3_Req_QuestLongDesc,"Com os formulários de requisição em mãos, estamos indo ao depósito da Brotherhood para equipamentos de primeira linha. Como pode ser difícil?"
QuestLoc_S2_QL2_Q3_Req_QuestShortDesc,Adquira os equipamentos requisitados da Brotherhood of Steel
QuestLoc_S2_QL2_Q3_Req_QuestObjective1,Adquirir o equipamento da Brotherhood of Steel
QuestLoc_S2_QL2_Q3_Req_Question1,Podemos perguntar o motivo da sua visita?
QuestLoc_S2_QL2_Q3_Req_Question1_Choice1,Viemos entregar este formulário de requisição e pegar alguns equipamentos.
QuestLoc_S2_QL2_Q3_Req_Question1_Answer1,"Vá falar com o intendente B38. Um andar acima, segunda à esquerda, depois desce, refaz o caminho, sobe de novo... talvez."
QuestLoc_S2_QL2_Q3_Req_Question1_Choice2,Isso é confidencial.
QuestLoc_S2_QL2_Q3_Req_Question1_Answer2,Hmm... Não está na minha lista de motivos válidos. Terei que negar o acesso com palavras pesadas e armas ainda mais pesadas.
QuestLoc_S2_QL2_Q3_Req_Question2,Vocês têm um formulário para mim?
QuestLoc_S2_QL2_Q3_Req_Question2_Choice1,Aqui está.
QuestLoc_S2_QL2_Q3_Req_Question2_Answer1,"Oh! Isso tem a ver com equipamentos. Eu cuido de pelúcias. Mas ei, parece que vocês precisam de um abraço. Aqui está um ursinho de pelúcia."
QuestLoc_S2_QL2_Q3_Req_Question3,Vocês têm um formulário para mim?
QuestLoc_S2_QL2_Q3_Req_Question3_Choice1,Aqui está.
QuestLoc_S2_QL2_Q3_Req_Question3_Answer1,Vocês são bobos? Isso é o depósito de Comida. Seu formulário não serve aqui. Circulando! Sem sopa para vocês!
QuestLoc_S2_QL2_Q3_Req_Question4,Viram minhas Radroaches de Batalha Experimentais™?
QuestLoc_S2_QL2_Q3_Req_Question4_Choice1,Talvez tenhamos esmagado uma ou duas no caminho.
QuestLoc_S2_QL2_Q3_Req_Question4_Answer1,"Não! Minhas pobres bebês! Tão incompreendidas. Vai embora. Vai. Me deixe com minha dor, monstro!"
QuestLoc_S2_QL2_Q3_Req_Question4_Choice2,Que descuido seu deixá-las soltas. Devemos contar ao comandante?
QuestLoc_S2_QL2_Q3_Req_Question4_Answer2,"Oh, céus! Sou apenas um humilde pesquisador agindo por amor. Por favor, por favor, guarde segredo, tá?"
QuestLoc_S2_QL2_Q3_Req_Question5,"Ei, visitantes! Sentem e conversem comigo. Já se perguntaram: ser um escriba é uma boa posição?"
QuestLoc_S2_QL2_Q3_Req_Question5_Choice1,"Oh ho, presinto uma enrolação vindo aí. Desculpe, jovem, estamos com pouco tempo."
QuestLoc_S2_QL2_Q3_Req_Question5_Answer1,"Entendo como a pressão constante do tempo pode afastar a mente da satisfação de se entregar a... ei, para onde estão indo?"
QuestLoc_S2_QL2_Q3_Req_Question5_Choice2,"Claro, pode falar!"
QuestLoc_S2_QL2_Q3_Req_Question5_Answer2,"Ser um escriba é antes de tudo dedicar-se à busca do conhecimento! Os escribas são a memória viva... Oh, ei, vocês adormeçeram aí."
QuestLoc_S2_QL2_Q3_Req_Question6,Vocês têm um formulário para mim?
QuestLoc_S2_QL2_Q3_Req_Question6_Choice1,Aqui está.
QuestLoc_S2_QL2_Q3_Req_Question6_Answer1,"Uma requisição, hein? Desculpe, amigo, não trabalhamos com requisições. Mas oferecemos treinamento de combate! Prepare-se!"
QuestLoc_S2_QL2_Q3_Req_Question7_Line1,Que barulheira é essa? As pessoas estão trabalhando aqui. Isso é um formulário?
QuestLoc_S2_QL2_Q3_Req_Question7_Line2,"Vamos resolver isso para vocês poderem ir embora e a gente voltar ao trabalho, em silêncio."
QuestLoc_S2_QL2_Q3_Req_Question7_Choice1,"Queria umas Armas, por favor!"
QuestLoc_S2_QL2_Q3_Req_Question7_Answer1,Tome isso. Agora nos deixem!
QuestLoc_S2_QL2_Q3_Req_Question7_Choice2,"Não me importaria com uma boa Power Armor, com certeza."
QuestLoc_S2_QL2_Q3_Req_Question7_Answer2,Tome isso. E esta Arma vem junto. Agora nos deixem!
QuestLoc_S2_QL2_Q3_Req_Question7_Choice3,"Coloque uma Arma nas minhas mãos e uma armadura nos meus ombros, e iremos embora."
QuestLoc_S2_QL2_Q3_Req_Question7_Answer3,Aqui está. Agora nos deixem!
QuestLoc_S2_QL2_Q4_Roswell_QuestName,Tudo termina bem em Roswell!
QuestLoc_S2_QL2_Q4_Roswell_QuestLongDesc,"Com equipamentos e remédios prontos, estamos preparados para o nosso golpe. Mas algo parece errado. Pode ser que não estejamos enfrentando o inimigo que esperávamos!"
QuestLoc_S2_QL2_Q4_Roswell_QuestShortDesc,Estamos prontos para o golpe na Área 51. Aquela tecnologia alienígena está quase ao alcance.
QuestLoc_S2_QL2_Q4_Roswell_QuestObjective1,Adquirir um robô alienígena
QuestLoc_S2_QL2_Q4_Roswell_QuestObjective2,Adquirir uma arma alienígena
QuestLoc_S2_QL2_Q4_Roswell_CombatInit2,<Linguagem incompreensível>
QuestLoc_S2_QL2_Q4_Roswell_CombatInit3,<Linguagem incompreensível>
QuestLoc_S2_QL2_Q4_Roswell_CombatInit4,<Linguagem incompreensível>
QuestLoc_S2_QL2_Q4_Roswell_Question1,A base foi tomada por inimigos invencíveis. Fujam enquanto podem!
QuestLoc_S2_QL2_Q4_Roswell_Question1_Choice1,Vencer os invencíveis é a nossa especialidade. Saia do caminho.
QuestLoc_S2_QL2_Q4_Roswell_Question1_Answer1,Espero que gostem de ser sondados! Adeus!
QuestLoc_S2_QL2_Q4_Roswell_Question1_Choice2,Lidaremos com a ameaça! O que você pode nos dizer sobre ela?
QuestLoc_S2_QL2_Q4_Roswell_Question1_Answer2,Eles não são deste mundo. Acho que vieram resgatar a tecnologia deles.
QuestLoc_S2_QL2_Q4_Roswell_Question1_Choice3,Estamos aqui em... ahn... missão oficial. Vamos abrir caminho negociando!
QuestLoc_S2_QL2_Q4_Roswell_Question1_Answer3,"Não acho que a lábia de ""viemos em paz"" vai funcionar, mas ei, é com vocês!"
Theme_ShortName_Exterior,Tema Exterior
Theme_ShortName_Workshop,Tema de Oficina
Message_Tutorial_UltraciteWeaponCraftingIntroduction,"Hora de revidar contra os {SCORCHED}! Agora que temos um pouco de {ULTRACITE}, vamos usá-la para fabricar novas e poderosas {WEAPONS}."
Message_Tutorial_UltraciteWeaponCraftingAssignDweller,{ASSIGN} qualquer Dweller à {ULTRACITE WEAPON FACTORY}.
Message_Tutorial_UltraciteWeaponCraftingDoubleTapRoom,Vamos começar a fabricar! {DOUBLE TAP} na {ULTRACITE WEAPON FACTORY} para ver mais de perto.
Message_Tutorial_UltraciteWeaponCraftingDoubleTapRoom_PC,Vamos começar a fabricar! {DOUBLE CLICK} na {ULTRACITE WEAPON FACTORY} para ver mais de perto.
Message_Tutorial_UltraciteWeaponCraftingDoubleTapRoom_Xbox,Vamos começar a fabricar! {HOLD} [RT] na {ULTRACITE WEAPON FACTORY} para ver mais de perto.
Message_Tutorial_UltraciteWeaponCraftingCraftingMessage,{TAP} o {CRAFTING BUTTON} para {OPEN} o {CRAFTING MENU}.
Message_Tutorial_UltraciteWeaponCraftingCraftingMessage_PC,{CLICK} o {CRAFTING BUTTON} para {OPEN} o {CRAFTING MENU}.
Message_Tutorial_UltraciteWeaponCraftingCraftingMessage_Xbox,Pressione [DU] para {OPEN} o {CRAFTING MENU}.
Message_Tutorial_UltraciteWeaponCraftingConclusion,{TAP} em uma {ULTRACITE WEAPON} da lista para fabricá-la. Você pode desbloquear novas receitas aprimorando a {ULTRACITE WEAPON FACTORY}.
Message_Tutorial_UltraciteWeaponCraftingConclusion_PC,{CLICK} em uma {ULTRACITE WEAPON} da lista para fabricá-la. Você pode desbloquear novas receitas aprimorando a {ULTRACITE WEAPON FACTORY}.
Message_Tutorial_UltraciteWeaponCraftingConclusion_Xbox,Use o {LEFT STICK} para {SELECT} uma {ULTRACITE WEAPON} e {PRESS} [A] para fabricá-la. Você pode desbloquear novas receitas aprimorando a {ULTRACITE WEAPON FACTORY}.
Wasteland_ExteriorName_Enclave,Crawler da Base Móvel do Enclave
Theme_Name_EnclaveCafeteria,Cafeteria do Enclave
Theme_Name_EnclaveLivingQuarters,Alojamento do Enclave
Theme_ShortName_Enclave,Enclave
Theme_Name_Lucky38Penthouse_LivingQuarters,Cobertura Lucky 38
SeasonModal_BattlePass_LockedReward_Premium,Desbloquear com Season Pass
SeasonModal_BattlePass_LockedReward_Rank,Desbloqueado no Rank {0}
SeasonModal_BattlePass_GetNow_Btn,OBTER AGORA
QuestLoc_S2_QL3_SecuritronsUncapped_1_QuestName,Insecuritrons
QuestLoc_S2_QL3_SecuritronsUncapped_QuestLineName,Securitrons Descontrolados
QuestLoc_S2_QL3_SecuritronsUncapped_1_QuestLongDesc,"Relatórios confirmam que Securitrons enlouqueceram, ameaçando nosso Vault e Novac."
QuestLoc_S2_QL3_SecuritronsUncapped_1_QuestShortDesc,Investigue a causa do mau funcionamento dos Securitrons.
QuestLoc_S2_QL3_SecuritronsUncapped_1_QuestObjective1,Encontre o líder dos Securitrons
QuestLoc_S2_QL3_SecuritronsUncapped_1_CombatInit2,O que temos aqui? Seres vivos? Preparem-se para serem mortos!
QuestLoc_S2_QL3_SecuritronsUncapped_1_CombatInit3,Vilões. Vilões por toda parte.
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question1_Line1,Meu Deus! Os Securitrons invadiram o prédio. Isso é uma zona de guerra aqui!
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question1_Line1_Choice1,O lado de fora está livre. Saiam enquanto podem.
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question1_Line1_Answer1,"Vocês vão entrar lá? Vocês são loucos, cara!"
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question1_Line1_Choice2,Nós também não estamos seguros!
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question1_Line1_Answer2,Aaaaaaaaaah!
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question1_Line1_Choice3,Regozijem-se! Os heróis chegaram!
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question1_Line1_Answer3,"Tanto faz, cara! Estou indo embora!"
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question4,"Esses robôs são muito mal-educados. Veio me escortar para fora, querido?"
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question4_Choice1,"Não podemos te acompanhar, mas o caminho está aberto."
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question4_Answer1,"Obrigado, querido. Agora tenho tudo? Minha bolsa. Meu gato. O fogão está desligado. Hora de ir."
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question4_Choice2,Nós os desligamos para você. Uma gorjeta seria apreciada.
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question4_Answer2,"Oh! Claro, querido! Aqui está, 1 Cap."
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question5,"Cidadão, esta é uma zona de combate ativa. Entregue sua vida."
QuestLoc_S2_QL3_SecuritronsUncapped_1_Question5_Choice1,Esse deve ser o líder. Vamos mandá-lo para o ferro-velho.
QuestLoc_S2_QL3_Q2_Handy_QuestName,Um Segredo Prático
QuestLoc_S2_QL3_Q2_Handy_QuestLongDesc,"Apesar do nosso sucesso, mais Securitrons rebeldes infestam a região Mojave. A fábrica da RobCo pode ter respostas."
QuestLoc_S2_QL3_Q2_Handy_QuestShortDesc,Pesquise a fábrica da RobCo em busca de respostas.
QuestLoc_S2_QL3_Q2_Handy_QuestObjective1,Descubra a causa dos ataques dos Securitrons.
QuestLoc_S2_QL3_Q2_Handy_CombatInit1,Invasores! Hora de dar uma lição nesses desordeiros!
QuestLoc_S2_QL3_Q2_Handy_Question2,… erro... autoexecucao.bat não encontrado…
QuestLoc_S2_QL3_Q2_Handy_Question2_Choice1,"Que sorte, este aqui está desativado. Vamos hackear e descobrir o que esconde."
QuestLoc_S2_QL3_Q2_Handy_Question2_Choice2,Parece quase amigável. Vamos desmontá-lo.
QuestLoc_S2_QL3_Q2_Handy_Question3,"Ah! Visitantes! Estou falando com vocês através deste Eyebot. Por favor, me encontrem."
QuestLoc_S2_QL3_Q2_Handy_Question3_Choice1,Vamos te encontrar. Precisamos de respostas.
QuestLoc_S2_QL3_Q2_Handy_Question4,"Cidadão, cuidado com robôs hostis por perto."
QuestLoc_S2_QL3_Q2_Handy_Question4_Choice1,Ora! Você acha que chegamos até aqui sem esmagar alguns?
QuestLoc_S2_QL3_Q2_Handy_Question5,Meu Deus! Vocês me encontraram! Obrigado por parar os Securitrons. Eles fizeram uma bagunça.
QuestLoc_S2_QL3_Q2_Handy_Question5_Answer1,Claro que sei. Alguém removeu cuidadosamente as juntas inibidoras de combate deles… Mas quem… e por quê?
QuestLoc_S2_QL3_Q2_Handy_Question5_Choice1,Você parece entendido. Sabe por que eles enlouqueceram?
QuestLoc_S2_QL3_Q3_Insider_QuestName,A Quinta Roda
QuestLoc_S2_QL3_Q3_Insider_QuestLongDesc,"Ouvimos um chamado de socorro de Securitrons ""sãos"" escondidos em um Vault. Talvez possam esclarecer o problema dos inibidores de combate."
QuestLoc_S2_QL3_Q3_Insider_QuestShortDesc,Descubra quem removeu os inibidores de combate dos Securitrons.
QuestLoc_S2_QL3_Q3_Insider_QuestObjective1,Encontre-se com os Securitrons por trás do chamado de socorro.
QuestLoc_S2_QL3_Q3_Insider_Question1,"Ladrões, hein? Preparem-se para força letal!"
QuestLoc_S2_QL3_Q3_Insider_Question1_Choice1,Esses aqui claramente enlouqueceram também. Precisamos ir mais fundo.
QuestLoc_S2_QL3_Q3_Insider_Question2,Vocês estão se perguntando quem sou? Sou um Securitron!
QuestLoc_S2_QL3_Q3_Insider_Question2_Choice1,Está escondido sob sua carcaça?
QuestLoc_S2_QL3_Q3_Insider_Question2_Answer1,"Segredo, segredo, guardem meu segredo!"
QuestLoc_S2_QL3_Q3_Insider_Question2_Choice2,Importa-se se olharmos seus circuitos?
QuestLoc_S2_QL3_Q3_Insider_Question2_Answer2,"Oh, vocês estragam a festa! Vou encontrar um lugar onde possa ser meu verdadeiro eu."
QuestLoc_S2_QL3_Q3_Insider_Question3_Choice1,"Então, sem junta, sem inibidor… e mais robôs enlouquecidos. Que susto!"
QuestLoc_S2_QL3_Q3_Insider_Question3_Line1,Peças sobressalentes de Securitron por toda parte. Muitas juntas inibidoras de combate…
QuestLoc_S2_QL3_Q3_Insider_Question3_Line2,As juntas parecem desprovidas de revestimento. São inúteis agora.
QuestLoc_S2_QL3_Q3_Insider_Question4,"Ajuda, cidadão. Você ouviu nosso chamado de socorro. Nossos inibidores de combate estão comprometidos. Falha iminente!"
QuestLoc_S2_QL3_Q3_Insider_Question4_Choice1,"Rápido, me diga quem fez isso com você!"
QuestLoc_S2_QL3_Q3_Insider_Question4_Answer1,Armazém… Perto da fábrica de engarrafamento de Sarsaparilla. Por favor… <error>… Criminosos! Parem!
QuestLoc_S2_QL3_Q3_Insider_Question4_Choice2,Vamos te desligar e consertar. Mas precisamos descobrir quem está por trás disso.
QuestLoc_S2_QL3_Q3_Insider_Question4_Answer2,Vá ao armazém da fábrica de engarrafamento de Sarsaparilla. Ok. Desligando agora…
QuestLoc_S2_QL3_Q4_Warehouse_QuestName,Todas as Peças do Serviço
QuestLoc_S2_QL3_Q4_Warehouse_QuestLongDesc,Os Securitrons rebeldes têm origem num armazém perto da fábrica de engarrafamento de Sarsaparilla. Encontre os responsáveis.
QuestLoc_S2_QL3_Q4_Warehouse_QuestShortDesc,Vasculhe o armazém onde tudo começou.
QuestLoc_S2_QL3_Q4_Warehouse_QuestObjective1,Resolva o mistério dos Securitrons assassinos.
QuestLoc_S2_QL3_Q4_Warehouse_CombatInit2,Morte aos não robôs!
QuestLoc_S2_QL3_Q4_Warehouse_Question1,"Ei, vocês! Podem ajudar? Robôs estúpidos estão bloqueando nosso caminho para o turno de trabalho."
QuestLoc_S2_QL3_Q4_Warehouse_Question1_Choice1,"Deixa eu adivinhar, Securitrons?"
QuestLoc_S2_QL3_Q4_Warehouse_Question1_Answer1,"Sim, Securitrons. Façam alguma coisa."
QuestLoc_S2_QL3_Q4_Warehouse_Question1_Choice2,Seu chefe me mandou. Vocês estão demitidos!
QuestLoc_S2_QL3_Q4_Warehouse_Question1_Answer2,"Você é um bem-humorado, hein? Vai lá ser esmagado pelos robôs ou algo assim."
QuestLoc_S2_QL3_Q4_Warehouse_Question1_Choice3,Uma nova política de home office entrou em vigor!
QuestLoc_S2_QL3_Q4_Warehouse_Question1_Answer3,"Somos operários de fábrica. Acho que você não pensou bem nisso. Mas ei, trabalhar sem calça parece ótimo!"
QuestLoc_S2_QL3_Q4_Warehouse_Question3,Modo de manutenção. Aguardando entrada…
QuestLoc_S2_QL3_Q4_Warehouse_Question3_Choice1,Esses Securitrons são diferentes. Isso confirma. Este lugar faz a manutenção de Securitrons.
QuestLoc_S2_QL3_Q4_Warehouse_Question4,Vocês são os compradores? Temos bastante ouro extraído das juntas.
QuestLoc_S2_QL3_Q4_Warehouse_Question4_Choice1,"Mexer nos bots causa chacinas. Vocês sabem disso, né?"
QuestLoc_S2_QL3_Q4_Warehouse_Question4_Answer1,Como vocês sabem que as juntas vêm dos Securitrons? Ah… não devia ter dito isso.
QuestLoc_S2_QL3_Q4_Warehouse_Question4_Choice2,De onde vieram as juntas? Falem logo!
QuestLoc_S2_QL3_Q4_Warehouse_Question4_Answer2,Securitrons não precisam delas. Por que tanto interrogatório? Vocês não são compradores!
QuestLoc_S2_QL3_Q4_Warehouse_Question4_Choice3,"Na verdade, vamos assumir a operação de vocês!"
QuestLoc_S2_QL3_Q4_Warehouse_Question4_Answer3,Vocês são o pior tipo de garimpeiros!
QuestLoc_S2_QL3_Q4_Warehouse_Question5,Ei! Estamos fazendo um trabalho delicado aqui. Onde estão os guardas?
QuestLoc_S2_QL3_Q4_Warehouse_Question5_Choice1,O jogo acabou. Estamos aqui para impedir que vocês transformem Securitrons em máquinas assassinas.
QuestLoc_S2_QL3_Q4_Warehouse_Question5_Answer1,O quê? Achávamos que remover a junta não mudaria nada… O que fizemos? Está tudo acabado.
QuestLoc_S2_QL3_Q4_Warehouse_Question5_Choice2,"Vocês simplesmente ignoraram a parte ""INIBIDOR DE COMBATE""? Estão matando pessoas."
QuestLoc_S2_QL3_Q4_Warehouse_Question5_Answer2,Poderia ser uma reação retardada? Os Securitrons saem do armazém normalmente… Não tínhamos intenção de causar dano.
QuestLoc_S2_QL3_Q4_Warehouse_Question5_Choice3,"Ao mexerem nos inibidores de combate, vocês transformaram os robôs em assassinos. Aqui! Deixa eu mostrar como isso parece!"
Theme_ShortName_NukaColaPlant,Tema da Fábrica de Nuka-Cola
Theme_ShortName_LivingQuarters,Tema dos Aposentos
Message_ThemeChange_NukaColaPlant,O Tema de todas as suas Fábricas de Nuka-Cola completamente fundidas e melhoradas será alterado de {0} para {1}. Tem certeza?
Objective_CollectUltraciteWithinTime,Colete {0} de Ultracite em menos de 1 minuto
Objective_CraftLegendaryOutfits,Fabrique 1 Traje Lendário
Objective_CraftLegendaryOutfits_Plural,Fabrique {0} Trajes Lendários
Objective_SpinToWin,Reivindique uma recompensa na roleta Lucky Spin
Objective_SpinToWin_Plural,Reivindique {0} recompensas na roleta Lucky Spin
Objective_BuildOverseerOffice,Construir um Escritório do Overseer
Objective_CompleteQuestline,Conclua a linha de Missões: {2}
Objective_KillEnemiesOnQuests,Mate um inimigo em uma Missão
Objective_KillEnemiesOnQuests_Plural,Mate {0} inimigos em Missões
Objective_CompleteQuestsWithoutStimpacks,Conclua uma Missão sem usar Stimpaks
Objective_CompleteQuestsWithoutStimpacks_Plural,Conclua {0} Missões sem usar Stimpaks
Objective_CraftLegendaryWeapons,Fabrique 1 Arma Lendária
Objective_CraftLegendaryWeapons_Plural,Fabrique {0} Armas Lendárias
Objective_KillRadscorpions,Mate um Radscorpion
Objective_KillRadscorpions_Plural,Mate {0} Radscorpions
Objective_CollectWeaponsOnQuests,Colete uma Arma em uma Missão
Objective_CollectWeaponsOnQuests_Plural,Colete {0} Armas em Missões
Objective_CollectOutfitsOnQuests,Colete um Traje em uma Missão
Objective_CollectOutfitsOnQuests_Plural,Colete {0} Trajes em Missões
